fips_ipeds,year,fourcat,dif_amind,dif_asian,dif_black,dif_hispa,dif_multi,dif_pacis,dif_white
Florida,2013,Public Selective,-0.1366659,1.649846,-4.38991,2.218128,-0.0232357,0.132721,0.9628764
Florida,2014,Public Selective,-0.1608429,1.645012,-4.720814,2.685151,0.2382523,0.1108281,0.2188513
Florida,2015,Public Selective,-0.127973,1.642863,-4.955488,2.874172,0.4130893,0.1087026,-0.3913553
Florida,2016,Public Selective,-0.1035381,1.752195,-5.195286,3.185405,0.4666384,0.083044,-1.086091
Florida,2017,Public Selective,-0.114715,1.682957,-5.126209,3.251128,0.4560377,0.0748478,-1.57836
Georgia,2009,For-Profit,0.3814732,-0.4104233,-2.266359,-4.863977,0.6091214,,-16.76878
Georgia,2010,For-Profit,0.1738408,-1.471493,13.9871,-4.349008,-0.2684082,0.0738378,-21.48809
Georgia,2011,For-Profit,0.0382439,-2.17467,20.54829,-6.395925,0.1714322,0.1059459,-39.48473
Georgia,2012,For-Profit,-0.0162275,-2.275411,18.24318,-5.178874,-0.4821429,0.158261,-40.41404
Georgia,2013,For-Profit,-0.0416161,-2.091194,17.53395,-4.959027,-0.649605,0.1616078,-38.52341
Georgia,2014,For-Profit,-0.1084007,-1.843411,21.59958,-4.301541,-0.9172921,0.1696798,-37.55991
Georgia,2015,For-Profit,0.0815415,-1.417455,33.57106,-4.175975,-0.751757,0.1851562,-35.6129
Georgia,2016,For-Profit,0.2039108,-1.911482,32.83927,-4.643138,-0.5999572,0.0929588,-36.09541
Georgia,2017,For-Profit,0.1581021,-2.430965,31.66929,-4.648702,-0.6932171,0.2523887,-36.33123
Georgia,2009,Private More Selective,-0.6329798,7.971554,3.120484,-12.98055,-1.604139,,-0.7240041
Georgia,2010,Private More Selective,-0.7365332,7.594885,4.161309,-14.31282,-1.970265,-0.1556424,0.3989267
Georgia,2011,Private More Selective,-0.5960576,8.028343,3.922026,-13.65774,-1.318106,-0.1550293,-2.965253
Georgia,2012,Private More Selective,-0.6418856,7.730559,3.215756,-13.56595,-0.9642572,-0.1367937,-3.679964
Georgia,2013,Private More Selective,-0.6603907,7.320859,2.129628,-13.18129,-0.6032985,-0.1461012,-2.637079
Georgia,2014,Private More Selective,-0.6266739,6.785201,1.744958,-12.68832,-0.5747499,-0.1181071,-2.347346
Georgia,2015,Private More Selective,-0.6573063,5.472925,2.038531,-12.5042,-0.406601,-0.1263306,-1.874263
Georgia,2016,Private More Selective,-0.739374,5.323764,1.723263,-12.3361,-0.327142,-0.1193953,-0.8332597
Georgia,2017,Private More Selective,-0.6839654,5.992767,1.835388,-12.12633,-0.1472348,-0.123922,-0.8276205
Georgia,2009,Private Nonselective,0.1142761,2.183866,6.568264,-4.610216,-1.659612,,-6.393979
Georgia,2010,Private Nonselective,0.2167393,0.3103895,3.622442,-6.976174,-1.944484,-0.0946458,0.6864412
Georgia,2011,Private Nonselective,0.2462452,-0.2932101,3.446813,-6.064935,-1.507143,1.940824,-1.322748
Georgia,2012,Private Nonselective,0.3132313,1.544536,3.529493,-5.652813,-1.872316,0.0457028,-2.524416
Georgia,2013,Private Nonselective,0.059383,0.3220825,0.0777981,-5.688258,-1.377116,0.0509997,-8.430325
Georgia,2014,Private Nonselective,0.0929546,-0.6339493,0.9855159,-5.474783,-1.618321,0.0709127,-5.786118
Georgia,2015,Private Nonselective,0.2100663,-0.8619225,3.254197,-3.95796,-1.768514,0.0496659,-3.475414
Georgia,2016,Private Nonselective,0.366915,-1.693249,1.308062,-4.059032,-1.600086,0.0408881,-1.510605
Georgia,2017,Private Nonselective,0.0901129,-1.192102,2.305166,-3.94019,-1.687836,0.0803901,-11.79407
Georgia,2009,Private Selective,0.4290267,-0.8077321,7.3483,-4.817554,-1.039853,,-21.85969
Georgia,2010,Private Selective,0.2352685,-1.421784,13.0455,-6.734842,-1.653418,-0.0467348,-19.47936
Georgia,2011,Private Selective,0.1881776,-1.17416,11.92799,-5.935377,-1.167608,0.0256449,-17.20054
Georgia,2012,Private Selective,0.0251043,-0.8570507,8.82335,-5.424355,-1.259668,0.0531866,-11.52912
Georgia,2013,Private Selective,0.0629273,-0.6457097,7.287894,-4.533815,-1.151177,0.0775037,-9.215138
Georgia,2014,Private Selective,0.025417,-0.4486564,5.882203,-3.994054,-1.099444,0.0826089,-8.636042
Georgia,2015,Private Selective,0.0435757,-0.3260868,5.245677,-3.558295,-1.356537,0.1171564,-8.799756
Georgia,2016,Private Selective,0.1141845,-0.1459551,3.947336,-3.37527,-1.376147,0.1683232,-8.31975
Georgia,2017,Private Selective,0.0936693,-0.3239532,3.906665,-3.559142,-1.625934,0.1765204,-8.416659
Georgia,2009,Public More Selective,-0.1140566,9.496384,-26.64644,-4.090165,0.655204,,19.47386
Georgia,2010,Public More Selective,-0.1161377,4.076697,-21.45392,-6.341089,-0.4377798,-0.0110986,25.54762
Georgia,2011,Public More Selective,-0.0509613,4.158696,-21.26271,-5.745006,0.2827061,0.0507064,23.09149
Georgia,2012,Public More Selective,-0.034058,4.615248,-21.51599,-5.335352,0.3416122,0.0555736,21.73878
Georgia,2013,Public More Selective,-0.0542005,4.740546,-21.72525,-4.958446,0.5096276,0.0649327,20.78704
Georgia,2014,Public More Selective,-0.0628427,4.98718,-22.02958,-4.707051,0.6025529,0.0491545,20.13175
Georgia,2015,Public More Selective,-0.0753243,5.3538,-22.40284,-4.456047,0.658998,0.0449343,19.39989
Georgia,2016,Public More Selective,-0.1087395,5.687618,-22.85744,-4.078043,0.6304696,0.0375837,19.1607
Georgia,2017,Public More Selective,-0.107858,5.854465,-22.98039,-3.965493,0.6319688,0.034832,19.15738
Georgia,2009,Public Nonselective,0.2818656,0.8540425,1.132947,-4.576721,0.6362085,,-5.967618
Georgia,2010,Public Nonselective,0.1461523,0.7067017,7.331349,-5.500764,-0.1435816,0.2109834,-0.3862282
Georgia,2011,Public Nonselective,-0.0062688,0.9477271,8.865477,-4.718309,0.6668266,0.2206924,-3.866785
Georgia,2012,Public Nonselective,-0.0017477,1.214777,7.617749,-3.672872,0.7619835,0.151246,-4.507816
Georgia,2013,Public Nonselective,0.005424,1.527666,6.645432,-2.933314,0.7734472,0.1132604,-5.164659
Georgia,2014,Public Nonselective,-0.0501657,0.8098268,4.458566,-2.802563,0.7146892,0.0742058,-2.081578
Georgia,2015,Public Nonselective,-0.0943627,1.184314,5.2176,-1.791663,0.4595071,0.0945574,-4.042927
Georgia,2016,Public Nonselective,-0.0800828,1.41589,5.041527,-0.5212309,0.3271204,0.0795393,-5.408718
Georgia,2017,Public Nonselective,-0.0872657,1.039579,0.1169486,2.297387,-0.0317812,0.1132191,-2.862872
Georgia,2009,Public Selective,0.0981434,2.376982,-3.494065,-3.591282,0.4216274,,3.02937
Georgia,2010,Public Selective,-0.041221,1.390966,1.406833,-5.313765,0.1897348,0.0808014,1.801261
Georgia,2011,Public Selective,-0.0469366,1.169876,2.309997,-4.834354,1.043883,0.1040057,-0.0836571
Georgia,2012,Public Selective,-0.0613977,1.327947,1.848281,-4.413518,1.164197,0.0655694,-0.6821868
Georgia,2013,Public Selective,-0.0471768,1.101107,-1.63832,-3.500311,1.159189,0.0868654,3.156841
Georgia,2014,Public Selective,-0.0504302,1.232458,-1.988995,-2.99258,1.43021,0.078548,2.30635
Georgia,2015,Public Selective,-0.0490521,1.771852,1.396976,-2.077465,1.31545,0.0641376,-2.387267
Georgia,2016,Public Selective,-0.0697114,2.087616,0.8695605,-1.427029,1.734117,0.0656872,-2.858472
Georgia,2017,Public Selective,-0.1016383,2.302197,-0.5988297,-0.6857991,1.833112,0.0712534,-2.364197
Hawaii,2009,For-Profit,-0.0726937,10.4357,-0.0845654,-5.888096,,,-17.71381
Hawaii,2010,For-Profit,-0.0174495,-11.4465,3.980022,-3.897555,-22.61983,9.058113,-11.96564
Hawaii,2011,For-Profit,-0.1974848,-13.78456,7.777054,-1.862354,-20.76372,7.772792,-8.211287
Hawaii,2012,For-Profit,0.1171312,-12.69998,5.796625,-1.869873,-20.00165,8.656912,-9.214597
Hawaii,2013,For-Profit,0.3558061,-14.07897,5.24646,-2.65415,-20.28847,13.11665,-9.459152
Hawaii,2014,For-Profit,0.3712039,-15.52431,4.687897,-2.69443,-16.58691,14.83067,-11.44435
Hawaii,2015,For-Profit,0.0366239,-15.94753,4.101765,-4.460407,-16.83481,17.60622,-11.47068
Hawaii,2016,For-Profit,0.1083696,-19.81087,2.108834,-5.744615,-21.76799,14.92417,-13.19342
Hawaii,2017,For-Profit,0.0251356,-15.09975,5.3715,-4.578682,-19.9982,19.64809,-9.19159
Hawaii,2009,Private More Selective,-0.2738516,17.65476,-12.88523,-13.57376,-2.390635,,-20.83039
Hawaii,2010,Private More Selective,-0.599754,-0.0918001,-12.9887,-13.76702,2.351285,13.12691,-15.15515
Hawaii,2011,Private More Selective,-0.5478821,-0.3733158,-13.00033,-16.4284,7.692865,10.30707,-17.75233
Hawaii,2012,Private More Selective,-0.4474079,-1.082672,-13.3964,-13.47552,6.091987,8.576582,-18.77176
Hawaii,2013,Private More Selective,-0.6870399,-1.0425,-13.62321,-13.3017,5.455408,6.852381,-16.85927
Hawaii,2014,Private More Selective,-0.430826,-0.8542195,-13.62524,-13.7233,4.799553,7.80392,-14.58018
Hawaii,2015,Private More Selective,-0.3926815,-1.951196,-13.79926,-13.5482,5.323642,6.912156,-14.78586
Hawaii,2016,Private More Selective,-0.3205644,-1.986869,-13.5843,-13.82804,5.06633,8.138531,-17.1631
Hawaii,2017,Private More Selective,-0.1598302,-2.070765,-13.78049,-15.11872,3.917356,7.147027,-15.74875
Hawaii,2010,Private Nonselective,-0.3857359,-10.38818,4.191272,-6.9244,-7.912636,12.13825,5.288222
Hawaii,2011,Private Nonselective,-0.414077,-9.520616,3.905276,-4.799387,-12.86778,25.83218,-4.159852
Hawaii,2012,Private Nonselective,-0.3515151,-9.74523,1.743061,2.647114,-13.4172,10.35223,7.696898
Hawaii,2013,Private Nonselective,-0.2706477,-7.161812,-1.377198,-0.0154302,-2.617688,10.06323,-0.419724
Hawaii,2014,Private Nonselective,-0.2299064,-11.28385,-0.1649067,4.108005,-7.06996,7.717854,3.220819
Hawaii,2015,Private Nonselective,3.91834,-7.281441,-0.7171743,-6.834772,0.0208855,4.667871,1.323694
Hawaii,2016,Private Nonselective,-0.1724681,-10.70913,2.995389,-5.743782,3.071564,7.994387,-2.414338
Hawaii,2017,Private Nonselective,-0.1647897,-14.76386,3.109186,0.9217918,-1.572327,9.699744,-0.5493701
Hawaii,2009,Private Selective,0.3240412,1.833186,1.604308,3.144321,-4.966603,,1.719194
Hawaii,2010,Private Selective,0.5336394,-5.320573,4.471717,-3.859013,-9.892111,-4.635702,6.356581
Hawaii,2011,Private Selective,0.1968932,-4.547201,4.032828,2.140637,-12.91388,-3.899122,6.616731
Hawaii,2012,Private Selective,0.3240802,-4.841186,3.198382,1.758731,-13.08882,-4.445595,4.956992
Hawaii,2013,Private Selective,0.2377059,-5.452181,2.173105,0.3930195,-9.773239,-4.409358,3.595709
Hawaii,2014,Private Selective,0.4048194,-5.68124,2.740677,0.132603,-9.889239,-3.62559,3.362352
Hawaii,2015,Private Selective,0.2572957,-4.93991,1.869081,0.3722835,-10.57777,-2.485223,2.386697
Hawaii,2016,Private Selective,0.4631136,-5.415472,2.771357,0.3904115,-12.84841,-2.235433,2.975896
Hawaii,2017,Private Selective,0.3718961,-6.749138,2.264693,0.2744015,-11.30786,-1.528521,2.513753
Hawaii,2009,Public Nonselective,-0.066408,46.8979,-2.41495,-7.882425,,,-5.064927
Hawaii,2010,Public Nonselective,-0.1020334,11.47748,-0.8365998,-1.217692,-2.020515,0.9884059,-7.386063
Hawaii,2011,Public Nonselective,-0.1622487,12.80022,-1.312342,-0.5442411,-0.0740141,-0.6525404,-9.014466
Hawaii,2012,Public Nonselective,-0.1935168,12.49256,-1.378006,0.418774,1.384807,-2.02617,-9.47243
Hawaii,2013,Public Nonselective,-0.0853405,11.90415,-1.432762,-0.254228,2.984288,-1.545601,-10.62011
Hawaii,2014,Public Nonselective,-0.1116617,11.53695,-1.528755,0.6236099,4.961145,-3.126591,-11.23369
Hawaii,2015,Public Nonselective,-0.0159619,10.91563,-2.261853,-0.4113689,6.728646,-3.51267,-10.70365
Hawaii,2016,Public Nonselective,0.075113,8.919275,-1.096587,-0.6270185,7.593041,-4.253668,-9.708386
Hawaii,2017,Public Nonselective,0.0461699,9.570238,-1.363115,-0.434839,8.637934,-4.872592,-10.61304
Hawaii,2009,Public Selective,0.1859663,39.04268,-2.25871,-6.963078,,,0.2316071
Hawaii,2010,Public Selective,-0.0014286,10.86834,-0.888298,-3.411167,-3.852451,-3.891027,-0.8806271
Hawaii,2011,Public Selective,-0.0266244,11.56284,-1.054812,-2.932437,-3.38643,-4.246906,-1.409749
Hawaii,2012,Public Selective,-0.0252852,10.70146,-1.07151,-2.723196,-1.880102,-4.838741,-1.440276
Hawaii,2013,Public Selective,0.0122336,11.30562,-1.347796,-2.35648,-2.230496,-5.263329,-1.673179
Hawaii,2014,Public Selective,0.0331404,10.87411,-1.494485,-1.882466,-1.200556,-5.733074,-2.168816
Hawaii,2015,Public Selective,0.037767,10.70461,-1.934075,-1.602578,-0.3993007,-6.091847,-2.493793
Hawaii,2016,Public Selective,0.0899719,10.08985,-1.489382,-1.115658,-0.3369825,-6.65745,-2.175279
Hawaii,2017,Public Selective,0.0574405,9.175297,-1.634563,-0.5381612,-0.1424719,-6.69218,-1.974277
Idaho,2009,Private Nonselective,-0.4738262,1.281103,0.714129,-13.07082,-3.285882,,10.6244
Idaho,2010,Private Nonselective,-0.4281994,-0.9720551,-1.320425,-14.75248,-0.306288,-0.341999,21.26038
Idaho,2012,Private Nonselective,0.1690565,-1.287857,-1.146464,-14.16464,-0.1899213,0.1728734,15.81547
Idaho,2013,Private Nonselective,0.7378631,-1.126389,-0.5897936,-12.10723,3.733124,0.0098522,11.41961
Idaho,2014,Private Nonselective,0.7855967,-1.265416,-0.125065,-13.43604,-1.609549,-0.4328257,16.77169
Idaho,2015,Private Nonselective,0.4139329,-1.914488,-0.7750902,-14.47111,-0.5381331,-0.3565179,18.97093
Idaho,2016,Private Nonselective,-0.2930311,-0.9179021,0.0168608,-15.32205,-0.0747271,-0.3460029,20.12569
Idaho,2017,Private Nonselective,0.6640525,-0.8285744,0.0315761,-15.5809,-0.3517118,-0.2430644,18.99796
Idaho,2009,Private Selective,-0.3469502,0.9807345,-0.1309042,-3.738766,,,0.9186591
Idaho,2010,Private Selective,-0.7703846,0.1931699,-0.2410108,-5.480683,-1.780895,0.3670084,5.15813
Idaho,2011,Private Selective,-0.5923657,0.499988,-0.2006387,-4.080008,-1.508915,0.5079514,2.048789
Idaho,2012,Private Selective,-0.4488806,0.5964226,0.0542244,-4.215353,-1.820821,0.4709159,2.367193
Idaho,2013,Private Selective,-0.9204782,-0.0026931,-0.1042614,-6.818552,2.006724,0.1396518,1.20952
Idaho,2014,Private Selective,-0.9766091,-0.1920433,-0.2490024,-7.009554,2.354705,0.1462558,-0.7698556
Idaho,2015,Private Selective,-1.011019,-0.1745579,-0.2718076,-7.084598,3.034995,0.1722568,-1.515225
Idaho,2016,Private Selective,-1.034157,-0.2469162,-0.0532739,-6.768509,3.352319,0.3647959,-3.25425
Idaho,2017,Private Selective,-1.13499,-0.5520168,-0.4167441,-6.862514,3.520541,0.397636,-3.261182
Idaho,2009,Public Nonselective,3.721931,0.224844,-0.6535829,-0.365404,,,-4.713774
Idaho,2010,Public Nonselective,0.3792526,-0.7048982,-0.0032279,0.1345947,0.3207408,0.0843999,-1.89473
Idaho,2011,Public Nonselective,0.438685,-0.6746933,-0.6080166,-0.2531111,0.8940614,0.1128167,-3.026015
Idaho,2012,Public Nonselective,-0.336789,-0.2638207,-0.235622,-0.3436923,0.49075,0.1492607,-2.428216
Idaho,2013,Public Nonselective,-0.5336359,-0.6481414,0.0507643,-0.0827309,-0.2249954,0.1092818,-2.748632
Idaho,2014,Public Nonselective,-0.5187819,-0.9952763,0.237476,-0.0510436,-0.7977987,0.2130992,-3.372502
Idaho,2015,Public Nonselective,0.5451536,-0.8103391,0.4048916,-0.3138147,-1.395298,0.2462621,-2.881306
Idaho,2016,Public Nonselective,0.3851399,-1.027621,0.4746431,-2.694594,-1.38406,0.3635217,-0.4466116
Idaho,2017,Public Nonselective,0.0331888,-0.8657189,0.3166883,0.8571602,-0.5154099,0.4073271,-4.082167
Idaho,2009,Public Selective,0.7135726,1.775246,0.5236928,-4.316266,,,-0.4368698
Idaho,2010,Public Selective,-0.3505578,0.8168213,0.5129415,-5.846201,-2.061419,0.0996587,3.401876
Idaho,2011,Public Selective,-0.3131216,0.6573038,0.4157937,-5.288651,-1.518258,0.2207983,1.168664
Idaho,2012,Public Selective,-0.4518867,0.4688461,0.414491,-4.964455,-1.11822,0.1082522,0.4640063
Idaho,2013,Public Selective,-0.6416968,0.350731,0.3717329,-4.352204,-0.5678366,-0.0223598,-0.6573529
Idaho,2014,Public Selective,-0.672084,0.0087622,0.442622,-3.921643,0.0691159,-0.0393362,-2.324245
Idaho,2015,Public Selective,-0.7565425,-0.0597422,0.4393674,-3.364988,0.4177131,-0.000111,-2.836063
Idaho,2016,Public Selective,-0.7417954,0.1226726,0.4005006,-2.845449,0.8044631,0.0339265,-1.457117
Idaho,2017,Public Selective,-0.6472492,0.1833533,0.1851256,-2.396312,0.644492,0.184948,0.1197693
Illinois,2009,For-Profit,0.0593823,-0.9641988,4.734906,-3.062786,-1.628232,,-26.7289
Illinois,2010,For-Profit,-0.0944889,-0.6730104,4.66355,-4.844878,-0.1024156,0.2103616,-19.3421
Illinois,2011,For-Profit,0.0366916,-0.1974237,4.66202,-2.908777,-0.0896125,0.4492302,-19.21896
Illinois,2012,For-Profit,0.0191554,-0.4435724,0.9772666,-6.526052,-1.629598,0.4749846,-14.87027
Illinois,2013,For-Profit,0.1223411,-1.30022,0.0248207,-8.386971,-1.485091,0.3668508,-9.514508
Illinois,2014,For-Profit,0.1178515,-1.016194,1.084345,-7.305624,-1.666511,0.3192836,-6.704429
Illinois,2015,For-Profit,0.1558216,-0.503826,1.038657,-6.905765,-1.913795,0.3784356,-2.389693
Illinois,2016,For-Profit,0.0695685,-0.0863758,-0.527219,-6.309129,-2.088004,0.3600827,-0.1375191
Illinois,2017,For-Profit,0.1623816,0.1668534,-0.0674765,-5.553312,-2.134824,0.2639873,1.904949
Illinois,2009,Private More Selective,-0.6419538,6.097032,-6.149171,-7.241605,-0.75357,,5.816473
Illinois,2010,Private More Selective,-0.8265524,5.717924,-7.496531,-8.994928,-0.849753,0.0022242,7.888884
Illinois,2011,Private More Selective,-0.718501,5.389758,-7.580197,-8.120621,0.2146603,-0.0007204,6.868852
Illinois,2012,Private More Selective,-0.725063,5.270166,-7.926689,-7.422752,0.3325394,-0.0457866,7.269243
Illinois,2013,Private More Selective,-0.7249123,5.331723,-8.135921,-7.086682,0.8905292,-0.077483,6.559807
Illinois,2014,Private More Selective,-0.77669,5.262575,-8.241421,-6.706597,0.6893033,-0.0895085,5.008845
Illinois,2015,Private More Selective,-0.7931398,5.645089,-8.242781,-6.408352,0.263409,-0.0906458,4.094367
Illinois,2016,Private More Selective,-0.7789739,5.881819,-8.052971,-5.793015,0.2495028,-0.082643,2.923561
Illinois,2017,Private More Selective,-0.7856889,6.140895,-7.753814,-5.455045,0.4288684,-0.0953132,3.696625
Illinois,2009,Private Nonselective,0.1626015,0.7999627,-4.130174,-7.003085,-1.244938,,9.416522
Illinois,2010,Private Nonselective,-0.0417005,-0.3399813,-5.316313,-8.459994,-0.733117,0.1237174,11.36853
Illinois,2011,Private Nonselective,0.007043,-0.8668769,-5.652808,-9.105268,-0.1670613,0.0970135,12.82317
Illinois,2012,Private Nonselective,0.0516592,-1.244084,-6.027827,-8.958886,-0.2826072,0.2245794,11.76341
Illinois,2013,Private Nonselective,-0.0203024,-1.213125,-5.901031,-8.14158,-0.4071814,0.2221797,10.89784
Illinois,2014,Private Nonselective,-0.0437551,-1.447355,-6.614567,-7.073105,-0.4519524,0.1536501,10.66329
Illinois,2015,Private Nonselective,-0.0588493,-1.27137,-6.885747,-5.866343,-0.3506024,0.1437051,9.361044
Illinois,2016,Private Nonselective,-0.0061895,-0.9827408,-6.303366,-3.639042,-0.1926004,0.0923179,6.725145
Illinois,2017,Private Nonselective,-0.0080289,-1.274625,-5.985881,-0.9213325,-0.4013208,0.1402932,4.407294
Illinois,2009,Private Selective,0.145915,0.6829916,-4.705677,-5.057788,-0.2328503,,8.39061
Illinois,2010,Private Selective,-0.0726321,-0.5355497,-3.953341,-5.787212,-1.049062,0.1302153,10.393
Illinois,2011,Private Selective,0.1037578,-0.6408318,-3.655374,-5.044656,-0.2409885,0.179637,8.424948
Illinois,2012,Private Selective,0.1007582,-0.5835547,-2.693536,-4.065124,-0.2770127,0.1763806,5.948592
Illinois,2013,Private Selective,0.057896,-0.3519253,-3.526557,-2.937697,-0.1448857,0.1328012,5.09279
Illinois,2014,Private Selective,0.0432848,-0.3072967,-4.170092,-1.740251,0.0076654,0.1386266,4.541844
Illinois,2015,Private Selective,0.0184115,-0.477652,-4.776746,-0.3845989,-0.196002,0.152114,3.480436
Illinois,2016,Private Selective,-0.0284213,-0.5022535,-5.149692,0.8651984,-0.2076311,0.1497533,2.589289
Illinois,2017,Private Selective,0.003153,-0.6056145,-5.455114,2.019603,-0.1843365,0.1515392,1.314873
Illinois,2009,Public More Selective,0.2596348,-1.967588,-9.579882,-10.96866,,,27.76419
Illinois,2010,Public More Selective,-0.1405744,7.867763,-8.94414,-7.636091,-0.9020879,0.1679358,10.776
Illinois,2011,Public More Selective,-0.0675216,7.904068,-9.146,-6.929374,-0.0266229,0.2141747,8.387587
Illinois,2012,Public More Selective,-0.0975781,8.478247,-9.529474,-6.327588,0.0715191,0.207229,6.495679
Illinois,2013,Public More Selective,-0.1174673,9.092369,-9.537933,-5.726995,-0.0029407,0.1775924,4.202525
Illinois,2014,Public More Selective,-0.1250161,9.562606,-9.649205,-5.057964,-0.0060959,0.1127851,2.738585
Illinois,2015,Public More Selective,-0.1359837,9.927049,-9.497451,-4.09351,0.0084975,0.0689716,1.256869
Illinois,2016,Public More Selective,-0.1304831,10.05926,-9.095618,-3.044963,0.1393884,0.0330072,0.0083944
Illinois,2017,Public More Selective,-0.1368462,10.22657,-8.916112,-1.996404,0.0525634,0.0338343,-1.197643
Illinois,2009,Public Nonselective,0.1325451,1.554093,20.28893,-0.4734854,-1.020372,,-17.22862
Illinois,2010,Public Nonselective,-0.1335082,0.4353413,21.53786,-2.165063,-2.13211,0.0664995,-14.33483
Illinois,2011,Public Nonselective,0.0261028,0.6159884,20.05677,-0.9833419,-1.213367,0.0998178,-14.99607
Illinois,2012,Public Nonselective,0.0192381,0.5277156,18.13281,-0.0511385,-1.117329,0.1726886,-14.95667
Illinois,2013,Public Nonselective,-0.0044629,0.6885377,15.56918,0.3469552,-1.244045,0.1766134,-15.44675
Illinois,2014,Public Nonselective,0.0001371,0.293794,14.63602,0.7482197,-1.30533,0.1715773,-15.94879
Illinois,2015,Public Nonselective,0.0107627,0.2483177,14.30667,1.844125,-1.35605,0.1534261,-16.51841
Illinois,2016,Public Nonselective,-0.0353849,0.4009739,12.07544,3.450607,-1.21649,0.167274,-16.72033
Illinois,2017,Public Nonselective,-0.0239421,0.1194579,12.93032,3.231501,-1.211688,0.1276012,-17.81493
Illinois,2009,Public Selective,0.2395556,-0.051634,-0.015504,-4.236459,-0.4537531,,3.190276
Illinois,2010,Public Selective,0.023332,-1.247686,0.7892942,-4.899925,-0.6065874,0.1194518,6.260123
Illinois,2011,Public Selective,0.0655886,-1.46479,2.004616,-4.252099,0.0868884,0.1142067,3.732532
Illinois,2012,Public Selective,0.0316905,-0.8289289,2.305344,-3.465889,0.1964107,0.0913984,1.74585
Illinois,2013,Public Selective,-0.0051936,-0.7787921,2.135968,-2.872148,0.2353594,0.0696037,1.120685
Illinois,2014,Public Selective,0.0117824,-0.6292664,3.260368,-0.3420123,0.3049451,0.0558284,-3.480374
Illinois,2015,Public Selective,0.0247821,-0.6786344,2.986565,0.2148518,0.2472085,0.0518404,-3.487619
Illinois,2016,Public Selective,0.0258807,-0.6540624,2.266128,0.8528982,0.4328397,0.050873,-3.420096
Illinois,2017,Public Selective,0.0250895,-0.6085383,2.089931,1.030483,0.5596087,0.0289615,-3.485717
Indiana,2012,For-Profit,0.6118903,0.0992196,19.50245,-2.197531,-2.281783,-0.0311444,-28.32885
Indiana,2013,For-Profit,-0.2102437,-0.4211861,17.54216,0.8632017,-2.148273,0.2110782,-19.75311
Indiana,2014,For-Profit,-0.1968133,-0.3822035,16.34167,0.837546,-1.667855,0.3925389,-19.57232
Indiana,2015,For-Profit,-0.2208433,0.2736473,10.4829,-3.28467,-1.778127,0.5353241,-10.71392
Indiana,2016,For-Profit,-0.2405863,-2.415218,16.14465,-1.365314,-2.475321,-0.0412048,-13.48124
Indiana,2017,For-Profit,0.8878989,-2.690732,17.43344,-1.656434,-2.229211,0.3187328,-13.00748
Indiana,2009,Private More Selective,-0.5997227,-1.475822,-8.916144,-14.01491,-1.352722,,24.35629
Indiana,2010,Private More Selective,-0.6424719,-1.263202,-9.162491,-12.81889,-1.369298,-0.1498782,26.13428
Indiana,2011,Private More Selective,-0.5756903,-1.154796,-9.854718,-12.7466,-0.6198127,-0.1283042,24.08635
Indiana,2012,Private More Selective,-0.5859283,-1.143489,-10.05495,-12.66595,-0.5622562,-0.1388835,23.04005
Indiana,2013,Private More Selective,-0.6297403,-1.200679,-9.871328,-12.68305,-0.2974888,-0.1495499,22.75915
Indiana,2014,Private More Selective,-0.6722773,-1.38314,-9.92216,-12.6778,-0.2874024,-0.1435593,22.55927
Indiana,2015,Private More Selective,-0.6525654,-1.362419,-9.766402,-12.71927,-0.242603,-0.1641396,22.0995
Indiana,2016,Private More Selective,-0.6688929,-1.45937,-9.571192,-12.33389,-0.2150401,-0.1566942,21.83572
Indiana,2017,Private More Selective,-0.6464623,-1.42438,-9.693326,-12.50805,-0.2961792,-0.1462587,22.29944
Indiana,2009,Private Nonselective,0.2944802,-1.242592,19.18714,-0.4113081,-1.79828,,-20.29493
Indiana,2010,Private Nonselective,0.0808381,-2.056645,12.58014,-2.223281,-1.87749,0.0362367,-33.83545
Indiana,2011,Private Nonselective,0.1456125,-2.045408,17.18317,-2.368451,-0.8602647,0.0570696,-22.89652
Indiana,2012,Private Nonselective,0.1380595,-1.860383,19.14883,-1.754748,-1.153841,0.0565218,-23.5623
Indiana,2013,Private Nonselective,0.1764699,-1.910844,23.49773,-1.587337,-1.142126,0.0553921,-22.08166
Indiana,2014,Private Nonselective,0.117946,-1.925373,22.59294,-2.272428,-1.171462,0.0593924,-28.01686
Indiana,2015,Private Nonselective,-0.0054228,-2.116137,18.85454,-2.435589,-1.077358,0.0733089,-30.71609
Indiana,2016,Private Nonselective,0.0347363,-1.74965,22.33477,-2.205172,-1.057942,0.0708863,-31.13357
Indiana,2017,Private Nonselective,0.0843951,-1.902328,24.09273,-2.121463,-1.379694,0.0670674,-26.04315
Indiana,2009,Private Selective,0.1348752,-0.9994674,-1.679033,-3.154333,-1.219975,,3.722595
Indiana,2010,Private Selective,0.0686452,-1.66636,-0.943709,-3.827588,-1.333395,0.0154604,6.331399
Indiana,2011,Private Selective,0.0868254,-1.759135,-0.5206165,-3.558565,-1.059417,0.0644412,5.272916
Indiana,2012,Private Selective,0.0885344,-1.710893,-0.9540062,-3.392168,-0.7314286,0.098482,5.355994
Indiana,2013,Private Selective,0.0782739,-1.877388,-1.381518,-3.101451,-0.6174455,0.0869026,4.478725
